,chunk_num,chunk_size,code_rate,loop_num,p1,per,w1_done,w1_size,w2_done
0,985.0,100,4.10174217028474,50,0.7000000000000001,0.07688734631753857,0.22594426379663263,0.1,4.10174217028474
1,985.0,100,3.523656685847524,50,0.6500000000000001,0.07688734631753857,0.24312993481583503,0.1,3.523656685847524
2,985.0,100,3.1248434956400652,50,0.6000000000000001,0.07688734631753857,0.26126180795261195,0.1,3.1248434956400652
3,985.0,100,2.7416536427227927,50,0.55,0.07688734631753857,0.27604896662726497,0.1,2.7416536427227927
4,985.0,100,2.484484709046202,50,0.5,0.07688734631753857,0.32186275287819877,0.1,2.484484709046202
5,985.0,100,2.233081006876692,50,0.45,0.07688734631753857,0.35130504202505264,0.1,2.233081006876692
6,985.0,100,2.072468698593519,50,0.4,0.07688734631753857,0.38451013494179587,0.1,2.072468698593519
7,985.0,100,1.909765943771518,50,0.35000000000000003,0.07688734631753857,0.4602283090481664,0.1,1.909765943771518
8,985.0,100,1.7648869962805722,50,0.3,0.07688734631753857,0.5030494560435157,0.1,1.7648869962805722
9,985.0,100,1.6675602063728494,50,0.25,0.07688734631753857,0.6028847817978322,0.1,1.6675602063728494
10,985.0,100,1.553223783049193,50,0.2,0.07688734631753857,0.7195096939639944,0.1,1.553223783049193
11,985.0,100,1.4713222881279746,50,0.15000000000000002,0.07688734631753857,0.9379943643220746,0.1,1.4713222881279746
12,985.0,100,1.3688904077254311,50,0.1,0.07688734631753857,1.1389192837540039,0.1,1.3688904077254311
13,985.0,100,1.3102698858366275,50,0.05,0.07688734631753857,1.2590649479855598,0.1,1.3102698858366275
