,ber,chunk_num,chunk_size,code_rate,loop_num,p1,per,w1_done,w1_size,w2_done
0,0.0001,1970.0,50,1.8692030596608507,2,0.4,0.0392124825527439,0.9965735526623876,0.4,1.8692030596608507
1,0.0011,1970.0,50,2.906313194184323,2,0.4,0.35611953123528906,1.4105674756577102,0.4,2.906313194184323
2,0.0021,1970.0,50,4.113618601858692,2,0.4,0.5686706108290769,2.235175991880002,0.4,4.113618601858692
3,0.0031,1970.0,50,6.237264735068763,2,0.4,0.7111725943025664,3.2667619105730124,0.4,6.237264735068763
4,0.0041,1970.0,50,9.100343599535233,2,0.4,0.8066728056193145,5.208827062455872,0.4,9.100343599535233
5,0.0051,1970.0,50,13.255758421355008,2,0.4,0.8706482388074477,8.104994302054617,0.4,13.255758421355008
6,0.0061,1970.0,50,19.65844128845633,2,0.4,0.9134880222273853,11.320186331677526,0.4,19.65844128845633
7,0.0071,1970.0,50,33.17609921855321,2,0.4,0.9421631970699158,16.94584398354048,0.4,33.17609921855321
8,0.0081,1970.0,50,43.942551309274684,2,0.4,0.9613494120566325,25.140999231663056,0.4,43.942551309274684
9,0.0091,1970.0,50,66.76588675425523,2,0.4,0.9741814787555426,36.79057038557502,0.4,66.76588675425523
10,0.0101,1970.0,50,100.60852029273119,2,0.4,0.9827603001251608,56.39438211109174,0.4,100.60852029273119
11,0.011099999999999999,1970.0,50,148.30756895931506,2,0.4,0.9884933008964747,83.30026377345847,0.4,148.30756895931506
12,0.0121,1970.0,50,230.4923252248994,2,0.4,0.9923229534737623,126.9378022977707,0.4,230.4923252248994
13,0.0131,1970.0,50,349.92837508004806,2,0.4,0.9948801222730462,190.28843185687984,0.4,349.92837508004806
14,0.0141,1970.0,50,555.5687904877313,2,0.4,0.9965869186037541,278.08196824359135,0.4,555.5687904877313
