,ber,chunk_num,chunk_size,code_rate,loop_num,p1,per,w1_done,w1_size,w2_done
0,0.0001,985.0,100,1.763126620247876,2,0.4,0.07688734631753857,1.0573258546385078,0.4,1.763126620247876
1,0.0011,985.0,100,4.57989092490453,2,0.4,0.5854179419433361,2.6788503484263724,0.4,4.57989092490453
2,0.0021,985.0,100,9.87007593690177,2,0.4,0.8139549580374383,5.057868006382463,0.4,9.87007593690177
3,0.0031,985.0,100,22.310399816078768,2,0.4,0.9165787297180901,11.858297091874881,0.4,22.310399816078768
4,0.0041,985.0,100,45.285544067734236,2,0.4,0.9626245959128926,27.486545349242835,0.4,45.285544067734236
5,0.0051,985.0,100,108.4422441854768,2,0.4,0.9832681218763849,60.09393884333728,0.4,108.4422441854768
6,0.0061,985.0,100,232.6618498246606,2,0.4,0.9925156777018707,140.92699390079324,0.4,232.6618498246606
7,0.0071,985.0,100,506.1359805745055,2,0.4,0.9966549042268266,279.7866263343772,0.4,506.1359805745055
8,0.0081,985.0,100,1175.840800069705,2,0.4,0.998506132051632,690.7512303387222,0.4,1175.840800069705
9,0.0091,985.0,100,2566.5424691223907,2,0.4,0.9993334039607495,1433.7289780018816,0.4,2566.5424691223907
10,0.0101,985.0,100,6330.514142265309,2,0.4,0.9997027927482255,3289.133528707346,0.4,6330.514142265309
11,0.011099999999999999,985.0,100,13588.759490613222,2,0.4,0.9998675958757409,7271.884841716813,0.4,13588.759490613222
12,0.0121,985.0,100,27537.759218828614,2,0.4,0.999941062956634,17982.26016573696,0.4,27537.759218828614
13,0.0131,985.0,100,71524.14693797458,2,0.4,0.9999737868520611,38571.120409942414,0.4,71524.14693797458
14,0.0141,985.0,100,150352.30000444208,2,0.4,0.9999883508753826,88145.0712116503,0.4,150352.30000444208
