,ber,chunk_num,chunk_size,code_rate,loop_num,p1,per,w1_done,w1_size,w2_done
0,0.0001,1970.0,50,1.8004392202541275,5,0.4,0.0392124825527439,1.0343645943040534,0.4,1.8004392202541275
1,0.0011,1970.0,50,2.769870268107285,5,0.4,0.35611953123528906,1.607975940380732,0.4,2.769870268107285
2,0.0021,1970.0,50,4.104435366284995,5,0.4,0.5686706108290769,2.2411804151397274,0.4,4.104435366284995
3,0.0031,1970.0,50,6.013092429580034,5,0.4,0.7111725943025664,3.402847686610876,0.4,6.013092429580034
4,0.0041,1970.0,50,9.289731613253373,5,0.4,0.8066728056193145,4.881535155253652,0.4,9.289731613253373
5,0.0051,1970.0,50,14.319281287146529,5,0.4,0.8706482388074477,7.357897951518897,0.4,14.319281287146529
6,0.0061,1970.0,50,20.524844971399347,5,0.4,0.9134880222273853,11.252681979686708,0.4,20.524844971399347
7,0.0071,1970.0,50,29.79834472090139,5,0.4,0.9421631970699158,17.59382496073493,0.4,29.79834472090139
8,0.0081,1970.0,50,46.027671026058016,5,0.4,0.9613494120566325,25.820272636563487,0.4,46.027671026058016
9,0.0091,1970.0,50,69.36414088306275,5,0.4,0.9741814787555426,40.15984315063731,0.4,69.36414088306275
10,0.0101,1970.0,50,102.5497006432775,5,0.4,0.9827603001251608,56.703674883181826,0.4,102.5497006432775
11,0.011099999999999999,1970.0,50,153.66085213585575,5,0.4,0.9884933008964747,84.24911446014953,0.4,153.66085213585575
12,0.0121,1970.0,50,234.8514712235566,5,0.4,0.9923229534737623,135.1533703255889,0.4,234.8514712235566
13,0.0131,1970.0,50,351.03925881046086,5,0.4,0.9948801222730462,193.6905132812692,0.4,351.03925881046086
14,0.0141,1970.0,50,518.3424082220564,5,0.4,0.9965869186037541,281.2064847407103,0.4,518.3424082220564
