,ber,chunk_num,chunk_size,code_rate,loop_num,p1,per,w1_done,w1_size,w2_done
0,0.0001,387.0,255,3.2792227156003038,2,0.6,0.18454594704100524,0.9972648258581068,0.4,3.2792227156003038
1,0.0011,387.0,255,28.123631991260226,2,0.6,0.8940973608811412,7.850161625386549,0.4,28.123631991260226
2,0.0021,387.0,255,192.27745989384078,2,0.6,0.9862745637553156,59.62676872075927,0.4,192.27745989384078
3,0.0031,387.0,255,1615.727985102535,2,0.6,0.9982247650615026,539.0622939010262,0.4,1615.727985102535
4,0.0041,387.0,255,11607.982797874089,2,0.6,0.9997708636257382,3718.6235058428197,0.4,11607.982797874089
5,0.0051,387.0,255,95821.73309588978,2,0.6,0.9999704852597263,27246.014767649976,0.4,95821.73309588978
6,0.0061,387.0,255,707214.6965139149,2,0.6,0.9999962060742488,215031.49556166332,0.4,707214.6965139149
7,0.0071,387.0,255,5241731.369964574,2,0.6,0.9999995133218829,1708219.0555925164,0.4,5241731.369964574
8,0.0081,387.0,255,45810582.04347415,2,0.6,0.9999999376988399,13281743.160517234,0.4,45810582.04347415
9,0.0091,387.0,255,353394850.4351765,2,0.6,0.9999999920411566,95995838.74620357,0.4,353394850.4351765
10,0.0101,387.0,255,2692968756.6691904,2,0.6,0.9999999989853845,738971047.4461901,0.4,2692968756.6691904
11,0.011099999999999999,387.0,255,20746847812.196125,2,0.6,0.999999999870923,6059524215.941229,0.4,20746847812.196125
12,0.0121,387.0,255,167926248241.7709,2,0.6,0.9999999999836133,53341278853.26842,0.4,167926248241.7709
13,0.0131,387.0,255,1377275465015.229,2,0.6,0.999999999997924,375507169356.50714,0.4,1377275465015.229
14,0.0141,387.0,255,9922125637154.512,2,0.6,0.9999999999997375,3098505668887.6343,0.4,9922125637154.512
