,ber,chunk_num,chunk_size,code_rate,loop_num,p1,per,w1_done,w1_size,w2_done
0,0.0001,985.0,100,2.7357343783128507,2,0.6,0.07688734631753857,0.8174746201835706,0.4,2.7357343783128507
1,0.0011,985.0,100,6.496855166005249,2,0.6,0.5854179419433361,1.7601773894324175,0.4,6.496855166005249
2,0.0021,985.0,100,14.881541484510082,2,0.6,0.8139549580374383,4.700296118181652,0.4,14.881541484510082
3,0.0031,985.0,100,31.258909428530554,2,0.6,0.9165787297180901,9.307667481250869,0.4,31.258909428530554
4,0.0041,985.0,100,72.133499386619,2,0.6,0.9626245959128926,19.687594765720647,0.4,72.133499386619
5,0.0051,985.0,100,153.8769040079394,2,0.6,0.9832681218763849,46.10237025405521,0.4,153.8769040079394
6,0.0061,985.0,100,348.7552954502057,2,0.6,0.9925156777018707,119.68956053972042,0.4,348.7552954502057
7,0.0071,985.0,100,816.5883141902415,2,0.6,0.9966549042268266,230.2964254743626,0.4,816.5883141902415
8,0.0081,985.0,100,1875.4303827651233,2,0.6,0.998506132051632,489.8486825384345,0.4,1875.4303827651233
9,0.0091,985.0,100,3979.7025404260517,2,0.6,0.9993334039607495,1129.0044343245422,0.4,3979.7025404260517
10,0.0101,985.0,100,8519.28299955056,2,0.6,0.9997027927482255,2641.558667730679,0.4,8519.28299955056
11,0.011099999999999999,985.0,100,20745.58286331553,2,0.6,0.9998675958757409,5818.274949833547,0.4,20745.58286331553
12,0.0121,985.0,100,47251.89973593746,2,0.6,0.999941062956634,12459.198945690294,0.4,47251.89973593746
13,0.0131,985.0,100,124721.68417840746,2,0.6,0.9999737868520611,30453.943387458297,0.4,124721.68417840746
14,0.0141,985.0,100,233832.91888194476,2,0.6,0.9999883508753826,64997.181590786655,0.4,233832.91888194476
