,ber,chunk_num,chunk_size,code_rate,loop_num,p1,per,w1_done,w1_size,w2_done
0,0.0001,1970.0,50,5.257711702524052,2,0.8,0.0392124825527439,0.6146990409686326,0.4,5.257711702524052
1,0.0011,1970.0,50,7.670773982805082,2,0.8,0.35611953123528906,0.8955545812744365,0.4,7.670773982805082
2,0.0021,1970.0,50,11.0722742247224,2,0.8,0.5686706108290769,1.309788407145906,0.4,11.0722742247224
3,0.0031,1970.0,50,17.972465150633653,2,0.8,0.7111725943025664,2.0034850361129966,0.4,17.972465150633653
4,0.0041,1970.0,50,26.097983499258856,2,0.8,0.8066728056193145,3.1100611406695675,0.4,26.097983499258856
5,0.0051,1970.0,50,38.63073089475293,2,0.8,0.8706482388074477,4.650213490328745,0.4,38.63073089475293
6,0.0061,1970.0,50,57.90405914899297,2,0.8,0.9134880222273853,6.996972832439517,0.4,57.90405914899297
7,0.0071,1970.0,50,88.50471883631505,2,0.8,0.9421631970699158,10.444083636487774,0.4,88.50471883631505
8,0.0081,1970.0,50,129.98822884685572,2,0.8,0.9613494120566325,14.827080027662273,0.4,129.98822884685572
9,0.0091,1970.0,50,199.86494572201048,2,0.8,0.9741814787555426,23.02238045245419,0.4,199.86494572201048
10,0.0101,1970.0,50,296.4350297074807,2,0.8,0.9827603001251608,33.88965088472763,0.4,296.4350297074807
11,0.011099999999999999,1970.0,50,419.61266646783736,2,0.8,0.9884933008964747,51.14967190115941,0.4,419.61266646783736
12,0.0121,1970.0,50,639.1539941126676,2,0.8,0.9923229534737623,75.54089120586457,0.4,639.1539941126676
13,0.0131,1970.0,50,992.1580317249774,2,0.8,0.9948801222730462,114.85744284090012,0.4,992.1580317249774
14,0.0141,1970.0,50,1584.4274370390608,2,0.8,0.9965869186037541,180.8499905832452,0.4,1584.4274370390608
