,K,avgs,pro
0,100,197.15,1.9715
1,150,256.84,1.712266667
2,200,337.89,1.68945
3,250,407.56,1.63024
4,300,483.01,1.610033333
5,350,549.9,1.571142857
6,400,652.22,1.63055
7,450,729.49,1.621088889
8,500,865.28,1.73056
9,1000,1900.05,1.90005
10,1500,3109.21,2.072806667
11,2000,4094.53,2.047265
12,2500,5485.98,2.194392
13,3000,6771.15,2.25705
