,num_chunks,times,drop_num_used
0,300,0,348
1,300,1,341
2,300,2,347
3,300,3,343
4,300,4,347
5,300,5,338
6,300,6,344
7,300,7,341
8,300,8,336
9,300,9,343
10,300,10,350
11,300,11,342
12,300,12,341
13,300,13,339
14,300,14,341
15,300,15,335
16,300,16,345
17,300,17,343
18,300,18,344
19,300,19,343
20,300,20,347
21,300,21,342
22,300,22,355
23,300,23,348
24,300,24,347
25,300,25,341
26,300,26,347
27,300,27,360
28,300,28,339
29,300,29,353
30,300,30,338
31,300,31,345
32,300,32,355
33,300,33,342
34,300,34,347
35,300,35,348
36,300,36,336
37,300,37,359
38,300,38,342
39,300,39,338
40,300,40,339
41,300,41,337
42,300,42,343
43,300,43,338
44,300,44,341
45,300,45,351
46,300,46,348
47,300,47,344
48,300,48,341
49,300,49,337
50,300,50,334
51,300,51,349
52,300,52,352
53,300,53,342
54,300,54,336
55,300,55,341
56,300,56,344
57,300,57,346
58,300,58,341
59,300,59,348
60,300,60,341
61,300,61,341
62,300,62,343
63,300,63,343
64,300,64,343
65,300,65,346
66,300,66,341
67,300,67,351
68,300,68,362
69,300,69,345
70,300,70,342
71,300,71,341
72,300,72,343
73,300,73,343
74,300,74,345
75,300,75,351
76,300,76,341
77,300,77,351
78,300,78,351
79,300,79,347
80,300,80,338
81,300,81,342
82,300,82,343
83,300,83,346
84,300,84,342
85,300,85,342
86,300,86,340
87,300,87,336
88,300,88,348
89,300,89,348
90,300,90,344
91,300,91,348
92,300,92,344
93,300,93,352
94,300,94,348
95,300,95,343
96,300,96,346
97,300,97,357
98,300,98,339
99,300,99,367
