,K,avgs,pro
0,100,122.69,1.2269
1,150,177.05,1.180333333
2,200,231.14,1.1557
3,250,284.48,1.13792
4,300,339.22,1.130733333
5,350,391.97,1.119914286
6,400,446.66,1.11665
7,450,496.91,1.104244444
8,500,550.61,1.10122
