,K,avgs,pro
0,100,124.89,1.2489
1,150,180.15,1.201
2,200,235.9,1.1795
3,250,290.03,1.16012
4,300,344.88,1.1496
5,350,398.13,1.137514286
6,400,453.98,1.13495
7,450,506.06,1.124577778
8,500,563.27,1.12654
