,num_chunks,times,drop_num_used
0,104,0,131
1,104,1,128
2,104,2,128
3,104,3,128
4,104,4,135
5,104,5,136
6,104,6,126
7,104,7,135
8,104,8,135
9,104,9,126
10,104,10,132
11,104,11,122
12,104,12,126
13,104,13,124
14,104,14,129
15,104,15,126
16,104,16,132
17,104,17,122
18,104,18,130
19,104,19,119
20,104,20,139
21,104,21,127
22,104,22,125
23,104,23,125
24,104,24,122
25,104,25,125
26,104,26,129
27,104,27,125
28,104,28,126
29,104,29,135
30,104,30,129
31,104,31,125
32,104,32,124
33,104,33,128
34,104,34,132
35,104,35,130
36,104,36,132
37,104,37,125
38,104,38,125
39,104,39,128
40,104,40,125
41,104,41,128
42,104,42,126
43,104,43,125
44,104,44,126
45,104,45,135
46,104,46,139
47,104,47,135
48,104,48,131
49,104,49,135
50,104,50,131
51,104,51,132
52,104,52,131
53,104,53,128
54,104,54,119
55,104,55,135
56,104,56,127
57,104,57,131
58,104,58,130
59,104,59,129
60,104,60,135
61,104,61,125
62,104,62,125
63,104,63,125
64,104,64,122
65,104,65,130
66,104,66,136
67,104,67,132
68,104,68,129
69,104,69,128
70,104,70,136
71,104,71,128
72,104,72,125
73,104,73,132
74,104,74,127
75,104,75,119
76,104,76,131
77,104,77,121
78,104,78,128
79,104,79,128
80,104,80,131
81,104,81,125
82,104,82,135
83,104,83,126
84,104,84,128
85,104,85,135
86,104,86,121
87,104,87,140
88,104,88,128
89,104,89,135
90,104,90,135
91,104,91,125
92,104,92,127
93,104,93,135
94,104,94,129
95,104,95,137
96,104,96,132
97,104,97,135
98,104,98,127
99,104,99,129
