,PER,code_rate,drops_num,loop_num,size
0,0.07688734631753857,1.358224729437328,1234.486,500,100
1,0.11308488514427917,1.4421911820035558,839.602,500,150
2,0.14786302861132394,1.530687098251716,642.134,500,200
3,0.18127743473445046,1.6094741157338694,518.968,500,250
4,0.2133815790404635,1.712930014822019,442.224,500,300
5,0.24422684014800633,1.7988259433848832,382.448,500,350
6,0.27386258199253477,1.8985141533254,339.338,500,400
7,0.302336232827047,2.009998998764311,306.824,500,450
8,0.32969336112499803,2.094248003867071,276.434,500,500
9,0.35597774850687236,2.221408970743267,256.11,500,550
10,0.3812314598071255,2.320289457848988,235.602,500,600
11,0.4054949103936254,2.4131352128635077,217.312,500,650
12,0.4288069308473328,2.530246017455475,203.286,500,700
13,0.45120482910573,2.6535609334659074,191.178,500,750
14,0.47272445016945164,2.808869369826056,182.28,500,800
15,0.4934002334676705,2.91962802592518,171.33,500,850
16,0.5132652679740436,3.0798452278970747,163.998,500,900
17,0.5323513451614259,3.2016940721837037,155.18,500,950
18,0.5506890098800976,3.37393385646956,149.26,500,1000
19,0.5683076092409304,3.5449737849643936,143.502,500,1050
20,0.5852353395817227,3.6924237872347416,137.082,500,1100
21,0.6014992915918691,3.869972229038901,132.038,500,1150
22,0.6171254936675791,4.041400385084524,126.96,500,1200
23,0.6321389535670295,4.17432842194162,120.954,500,1250
24,0.6465636984321166,4.420532335539633,118.332,500,1300
25,0.6604228132408535,4.596370810419772,113.836,500,1350
26,0.6737384777519564,4.858118894847051,111.472,500,1400
27,0.6865320020007395,5.007620662736919,106.59,500,1450
28,0.6988238604031289,5.24148627910455,103.62,500,1500
29,0.710633724522374,5.591772156853407,102.784,500,1550
30,0.721980494550893,5.785035218704357,98.974,500,1600
31,0.7328823295576385,6.036146400764763,96.214,500,1650
32,0.7433566765493893,6.2329718850012235,92.648,500,1700
33,0.7534202983924745,6.63332750282343,92.026,500,1750
34,0.7630893006396204,6.8111656837395325,88.266,500,1800
35,0.7723791573048476,7.281116804129774,88.206,500,1850
36,0.7813047356276722,7.5302089819151625,85.34,500,1900
37,0.7898803198662399,7.840762347867225,83.186,500,1950
38,0.798119634157473,8.175622513550643,81.254,500,2000
39,0.8060358644808147,8.656116913106283,80.64,500,2050
40,0.8136416797607188,8.84665178482581,77.298,500,2100
41,0.8209492521416603,9.191321452576986,75.366,500,2150
42,0.8279702764681112,9.57876690465803,73.748,500,2200
43,0.8347159890006587,10.094806174877105,73.014,500,2250
44,0.8411971853982179,10.504930131453444,71.414,500,2300
45,0.8474242379951169,11.072490415266001,70.782,500,2350
46,0.853407112400705,11.839760083578675,71.204,500,2400
47,0.8591553834480486,12.274061795467759,69.474,500,2450
48,0.8646782505172399,12.575635958067814,67.022,500,2500
49,0.8699845522578394,13.2239711981613,66.386,500,2550
50,0.8750827807340161,13.627257379835504,64.464,500,2600
51,0.8799810950150209,14.352578401416823,64.002,500,2650
52,0.8846873342327437,14.888223421411206,62.606,500,2700
53,0.8892090301272526,15.494919286874316,61.464,500,2750
54,0.8935534191003893,16.406108560154518,61.41,500,2800
55,0.8977274537967146,16.857014068326407,59.56,500,2850
56,0.9017378142303356,17.695737612304587,59.036,500,2900
57,0.9055909184754231,18.814841395564798,59.286,500,2950
58,0.9092929329375261,19.085618613544913,56.818,500,3000
59,0.9128497822221239,20.04350301807871,56.39,500,3050
60,0.9162671586162067,20.719219723891126,55.102,500,3100
61,0.9195505311980604,21.998547748791587,55.318,500,3150
62,0.9227051545898339,22.907448183141142,54.48,500,3200
63,0.9257360773668971,23.939330118670405,53.86,500,3250
64,0.928648150137446,24.77735075539521,52.748,500,3300
65,0.9314460333052874,26.059214498957772,52.506,500,3350
66,0.9341342045282252,27.01903611695023,51.536,500,3400
67,0.9367169658839848,27.952826466717838,50.484,500,3450
68,0.9391984507551437,29.97601007822004,51.272,500,3500
69,0.9415826304440874,30.656366830515537,49.67,500,3550
70,0.9438733205285759,32.6123065279829,50.062,500,3600
71,0.9460741869680925,32.4747802024936,47.24,500,3650
72,0.9481887519707487,34.34006656763352,47.346,500,3700
73,0.9502203996301316,35.99504615311579,47.046,500,3750
74,0.9521723813411176,36.428815030877495,45.144,500,3800
75,0.9540478210033183,38.27831911011663,44.984,500,3850
76,0.9558497200204863,40.605593555112776,45.26,500,3900
77,0.9575809621038818,40.91693743486158,43.264,500,3950
78,0.9592443178872875,43.00433815926235,43.142,500,4000
79,0.9608424493610573,45.07735548265588,42.912,500,4050
80,0.9623779141322951,48.36628329250167,43.698,500,4100
81,0.9638531695179803,48.668692350398935,41.738,500,4150
82,0.9652705764775935,50.52834321980496,41.138,500,4200
83,0.9666324033915327,53.90741620518436,41.672,500,4250
84,0.9679408296913692,54.57167580910187,40.06,500,4300
85,0.9691979493477518,57.473697422616794,40.07,500,4350
86,0.9704057742215418,60.22909634015489,39.886,500,4400
87,0.9715662372835416,63.33599174306093,39.846,500,4450
88,0.9726811957079696,64.5871025064388,38.606,500,4500
89,0.9737524338446327,66.99463329518116,38.052,500,4550
90,0.974781666074552,72.0698368106658,38.902,500,4600
91,0.9757705395536129,75.44841326354138,38.708,500,4650
92,0.9767206368486293,75.4514415102301,36.796,500,4700
93,0.9776334784700413,78.90899628747844,36.584,500,4750
94,0.9785105253053005,83.18911737307155,36.67,500,4800
95,0.979353180956834,88.34987176152393,37.032,500,4850
96,0.9801627939883338,92.51231555491383,36.876,500,4900
97,0.9809406600829614,92.78632298744452,35.176,500,4950
98,0.9816880241169251,96.81102404445119,34.91,500,5000
