,K,avgs,pro
0,100,123.74,1.2374
1,150,178.56,1.1904
2,200,234.72,1.1736
3,250,288.11,1.15244
4,300,340.77,1.1359
5,350,393.16,1.123314286
6,400,447.29,1.118225
7,450,498.55,1.107888889
8,500,551.16,1.10232
9,1000,1072.64,1.07264
10,1500,1587.91,1.058606667
11,2000,2101.01,1.050505
12,2500,2632.13,1.052852
13,3000,3120.96,1.04032
14,3500,3628.38,1.03668
