,K,avgs,pro
0,50,81.16,1.6232
1,100,150.88,1.5088
2,150,213.87,1.4258
3,200,280.43,1.40215
4,250,341.31,1.36524
5,300,402.85,1.342833333
6,350,461.47,1.318485714
7,400,532.14,1.33035
8,450,593.06,1.317911111
9,500,650.61,1.30122
10,1000,1241.13,1.24113
11,1500,1852.8,1.2352
12,2000,2416.8,1.2084
13,2500,3008.87,1.203548
14,3000,3621.51,1.20717
15,3500,4181.69,1.194768571
16,4000,4744.73,1.1861825
17,4500,5337.05,1.186011111
18,5000,5929.89,1.185978
