,num_chunks,times,drop_num_used
0,350,0,666
1,350,1,445
2,350,2,460
3,350,3,606
4,350,4,683
5,350,5,774
6,350,6,577
7,350,7,609
8,350,8,541
9,350,9,608
10,350,10,599
11,350,11,847
12,350,12,671
13,350,13,474
14,350,14,438
15,350,15,709
16,350,16,432
17,350,17,751
18,350,18,416
19,350,19,747
20,350,20,706
21,350,21,684
22,350,22,617
23,350,23,473
24,350,24,446
25,350,25,458
26,350,26,1066
27,350,27,786
28,350,28,642
29,350,29,598
30,350,30,479
31,350,31,551
32,350,32,497
33,350,33,789
34,350,34,590
35,350,35,628
36,350,36,524
37,350,37,924
38,350,38,486
39,350,39,1000
40,350,40,585
41,350,41,981
42,350,42,646
43,350,43,670
44,350,44,585
45,350,45,434
46,350,46,637
47,350,47,448
48,350,48,706
49,350,49,821
50,350,50,618
51,350,51,780
52,350,52,469
53,350,53,415
54,350,54,636
55,350,55,506
56,350,56,512
57,350,57,412
58,350,58,949
59,350,59,570
60,350,60,626
61,350,61,542
62,350,62,472
63,350,63,746
64,350,64,493
65,350,65,538
66,350,66,691
67,350,67,772
68,350,68,455
69,350,69,553
70,350,70,502
71,350,71,928
72,350,72,477
73,350,73,547
74,350,74,614
75,350,75,649
76,350,76,548
77,350,77,443
78,350,78,532
79,350,79,630
80,350,80,613
81,350,81,821
82,350,82,601
83,350,83,616
84,350,84,549
85,350,85,776
86,350,86,719
87,350,87,659
88,350,88,575
89,350,89,671
90,350,90,554
91,350,91,665
92,350,92,998
93,350,93,720
94,350,94,554
95,350,95,592
96,350,96,789
97,350,97,604
98,350,98,522
99,350,99,824
