,code rate,size
0,1.5658287629494212,50
1,1.7788695917123705,550
2,1.8207038391224863,1050
3,1.870201096892139,1550
4,1.9413162705667275,2050
5,1.871709323583181,2550
6,2.065239691245176,3050
7,2.068129189518586,3550
8,2.1076782449725777,4050
9,2.022684338817794,4550
10,2.046978468413569,5050
11,2.068144424131627,5550
12,2.0676670729230144,6050
13,2.237218159658745,6550
14,2.0328001218769045,7050
15,2.2306469632338004,7550
16,2.153534430225472,8050
17,2.071069469835466,8550
18,2.013868576071501,9050
19,2.1328915295551494,9550
20,1.996526508226691,10050
21,2.224436319317489,10550
22,2.0111314239284988,11050
23,1.9601919561243144,11550
24,2.1502996140564696,12050
25,1.923415600243754,12550
26,2.0901736745886654,13050
27,2.270719073735527,13550
28,2.248913264269754,14050
29,1.9668951858622792,14550
30,2.1170272191752995,15050
31,2.2726437131830184,15550
32,2.0490402193784276,16050
33,2.033871622994109,16550
34,2.0139295145236646,17050
35,2.001691042047532,17550
36,2.022054641478773,18050
37,2.147775746496039,18550
38,2.099253503960999,19050
39,2.329082876294942,19550
40,1.8856693073329271,20050
41,1.8283363802559416,20550
42,2.0075106642291285,21050
43,1.9829677026203534,21550
44,2.049131627056673,22050
45,2.1139193581149707,22550
46,2.0531027828559822,23050
47,2.3009445460085316,23550
48,2.173928498882795,24050
49,2.226604712573634,24550
50,1.7631170018281537,25050
51,1.9358419662807231,25550
52,1.7461913467397927,26050
53,1.971160877513711,26550
54,2.0220190940483445,27050
55,2.13774121470648,27550
56,2.145201096892139,28050
57,2.253031687995125,28550
58,2.0741570180784077,29050
59,2.2809262644728823,29550
60,2.26458460288442,30050
61,2.2991620962827546,30550
62,2.3872486288848265,31050
63,2.3648080438756858,31550
64,2.359968515133049,32050
65,2.2050426569165142,32550
66,1.6078559821247207,33050
67,1.6185506804793826,33550
68,1.6841712370505788,34050
69,1.7755738370912046,34550
70,1.6944749136705262,35050
71,1.895566727605119,35550
72,1.7501421897217144,36050
73,1.7781281738777168,36550
74,1.8476081657525898,37050
75,1.8687284176315255,37550
76,1.9438502945358522,38050
77,1.992885435709933,38550
78,1.7609384521633151,39050
79,1.9762949421084703,39550
80,1.8304387568555758,40050
81,1.9603696932764574,40550
82,2.0262340036563073,41050
83,2.135313833028641,41550
84,2.007261832216128,42050
85,1.9230905951655495,42550
86,2.40478366849482,43050
87,2.162903717245582,43550
88,2.013254113345521,44050
89,2.2261425959780623,44550
90,2.1733445053828966,45050
91,2.3362533008328255,45550
92,2.1374009750152347,46050
93,2.2078864513508023,46550
94,2.3701807840747513,47050
95,2.366392443631932,47550
96,2.430316879951249,48050
97,2.352056672760512,48550
98,2.585511882998172,49050
99,1.3638076376193378,49550
100,1.3318200284379444,50050
101,1.4426721511273615,50550
102,1.4050934389599838,51050
103,1.3769703432866138,51550
104,1.448476538695917,52050
105,1.4090188909201706,52550
106,1.4870810481413772,53050
107,1.4195155393053016,53550
108,1.4327696526508227,54050
109,1.5346689010765793,54550
110,1.5599177330895795,55050
111,1.4612482226284786,55550
112,1.4174741011578307,56050
113,1.6311395490554539,56550
114,1.500705870404225,57050
115,1.5138584196628073,57550
116,1.556489945155393,58050
117,1.48069774527727,58550
118,1.6612685354458663,59050
119,1.620901889092017,59550
120,1.756489945155393,60050
121,1.6850192971765183,60550
122,1.5749238269347958,61050
123,1.5315610400162503,61550
124,1.682647775746496,62050
125,1.6835009140767825,62550
126,1.645729230144221,63050
127,1.7039609993906155,63550
128,1.6328001218769044,64050
129,1.7635537274019906,64550
130,1.7838208409506398,65050
131,1.8175045703839123,65550
132,1.7575766808856388,66050
133,1.7911588462319723,66550
134,1.8182358318098721,67050
135,1.7906307129798904,67550
136,1.81770769855779,68050
137,1.879798903107861,68550
138,1.858445053828966,69050
139,1.8295196018687792,69550
140,1.8640158439975625,70050
141,2.0421237050578913,70550
142,1.8906256347755435,71050
143,1.8821297989031078,71550
144,1.9757769652650823,72050
145,1.9231718464351006,72550
146,1.832556368068251,73050
147,2.0542606134470853,73550
148,2.0080591102985985,74050
149,1.953473491773309,74550
150,2.111400568758887,75050
151,2.0640818606540727,75550
152,1.985054844606947,76050
153,2.0525289457647777,76550
154,2.0581098923420678,77050
155,2.039960390006094,77550
156,2.061040016250254,78050
157,1.9465976030875483,78550
158,1.9108165752589885,79050
159,2.3107150111720496,79550
160,2.04068149502336,80050
161,2.135237659963437,80550
162,2.099101157830591,81050
163,2.244571399553118,81550
164,2.2,82050
165,2.188254113345521,82550
166,2.1677686370099534,83050
167,2.2487050578915295,83550
168,2.219479991874873,84050
169,2.3700792199878125,84550
170,2.2458866544789764,85050
171,2.2938452163315053,85550
172,2.359689213893967,86050
173,2.33823887873248,86550
174,2.192606134470851,87050
175,2.29411943936624,87550
176,2.423476538695917,88050
177,2.4282449725776964,88550
178,2.3967347146049156,89050
179,2.673948811700183,89550
180,2.560836888076376,90050
181,2.335943530367662,90550
182,2.5800274223034734,91050
183,2.4361263457241518,91550
184,2.5335720089376395,92050
185,2.5943327239488116,92550
186,2.4193378021531586,93050
187,2.546353849278895,93550
188,2.5217550274223033,94050
189,2.371912451757059,94550
190,2.529260613447085,95050
191,2.5813833028641073,95550
192,2.546115173674589,96050
193,2.5593692870201097,96550
194,2.641620962827544,97050
195,2.556154783668495,97550
