,code rate,drop num,per,size
0,1.637964168496812,2986,0.0392124825527439,50
1,2.405521185911973,333,0.302336232827047,450
2,3.602459374777231,216,0.4934002334676705,850
3,5.080122556590164,180,0.6321389535670295,1250
4,7.290001577409374,114,0.7328823295576385,1650
5,11.206579932146505,71,0.8060358644808147,2050
6,14.663717779656034,73,0.8591553834480486,2450
7,18.623094790058406,48,0.8977274537967146,2850
8,25.33497617460475,80,0.9257360773668971,3250
9,39.459195250278,54,0.9460741869680925,3650
10,53.99366312007163,43,0.9608424493610573,4050
11,65.80610495815694,44,0.9715662372835416,4450
12,89.70498969089697,35,0.979353180956834,4850
13,157.91030559304807,51,0.9850075721299281,5250
14,181.32441051800168,31,0.9891134371367628,5650
15,248.73443883792623,29,0.992094859351513,6050
16,447.3603940658945,30,0.9942597815805218,6450
17,480.7020710780565,32,0.9958318126180812,6850
18,754.1779275524923,29,0.9969733231767222,7250
19,862.5942568237142,24,0.997802216706402,7650
20,1598.4054753111636,25,0.9984041073138468,8050
21,2310.622353637764,33,0.9988411626054597,8450
22,2221.80252807764,16,0.9991585248064381,8850
23,4182.063964912645,32,0.9993889733756296,9250
24,5699.125714759623,16,0.9995563107046458,9650
25,6336.339790010723,22,0.999677820600674,10050
26,8801.194219478202,30,0.9997660534828382,10450
27,14660.302958314676,23,0.9998301226800763,10850
28,15005.604243790709,14,0.9998766457215326,11250
29,21399.71919058407,20,0.9999104278427335,11650
30,31611.4667045396,16,0.9999349583049971,12050
31,47120.67690724078,14,0.9999527707915278,12450
32,50993.94495247053,14,0.9999657051045054,12850
33,86462.48813441594,16,0.9999750971931347,13250
34,168666.32553192799,13,0.9999819171401217,13650
35,158665.83257135324,16,0.9999868693588178,14050
36,227805.90682481448,21,0.9999904653501152,14450
37,331120.9377139719,11,0.999993076533951,14850
38,462124.38734379184,11,0.9999949726122396,15250
39,539902.073652233,16,0.9999963494256323,15650
40,934714.0624213206,27,0.9999973491813544,16050
41,1024210.5495188711,10,0.999998075141393,16450
42,1297861.3190115097,24,0.9999986022881411,16850
43,1933351.5194689862,10,0.9999989850691197,17250
44,3210728.08021581,15,0.9999992630207111,17650
45,2809034.8508906397,8,0.999999464851762,18050
46,4629294.986435006,6,0.9999996114088402,18450
47,8684598.787783986,18,0.9999997178294185,18850
48,10114541.906707216,8,0.9999997951053826,19250
49,13413847.266760295,9,0.9999998512183516,19650
50,21864741.728188027,13,0.9999998919640779,20050
51,20121487.06703838,8,0.9999999215510745,20450
52,40891505.20616873,15,0.9999999430352998,20850
53,46958798.894169055,8,0.9999999586357997,21250
54,67350751.72425422,8,0.9999999699639064,21650
55,92412135.58769163,9,0.9999999781896686,22050
56,118056331.28194965,14,0.9999999841627022,22450
57,217946666.71063852,8,0.9999999884999455,22850
58,282777214.1801881,7,0.9999999916493801,23250
59,364436284.55275387,8,0.9999999939363025,23650
60,599132194.7351474,6,0.9999999955969223,24050
61,636880157.4365054,8,0.9999999968027605,24450
62,739233247.4222118,10,0.9999999976783648,24850
63,1064846005.3832655,9,0.9999999983141739,25250
64,1149184322.2806761,4,0.9999999987758585,25650
65,2619269137.4549966,6,0.999999999111105,26050
66,2663646251.413629,5,0.9999999993545401,26450
67,4887375569.167139,8,0.9999999995313075,26850
68,4228663661.7419767,6,0.9999999996596648,27250
69,8636211345.008383,8,0.9999999997528699,27650
70,9842834006.264925,6,0.9999999998205495,28050
71,19957295352.818996,9,0.9999999998696943,28450
72,22915818309.862125,7,0.9999999999053801,28850
73,35455094895.59232,4,0.999999999931293,29250
74,30179689454.554317,4,0.9999999999501092,29650
75,55602027633.38915,9,0.9999999999637725,30050
76,110508972433.83272,4,0.9999999999736938,30450
77,108259064248.41719,6,0.9999999999808982,30850
78,169327524426.76688,7,0.9999999999861294,31250
79,248940303246.93274,15,0.9999999999899281,31650
80,302653887796.6608,4,0.9999999999926864,32050
81,322702407340.63116,5,0.9999999999946892,32450
82,415290264361.3589,3,0.9999999999961438,32850
83,627112432396.467,6,0.9999999999971998,33250
84,705923069306.3815,3,0.9999999999979666,33650
85,1452177683760.8296,6,0.9999999999985235,34050
86,1370648906664.207,5,0.9999999999989279,34450
87,2818918392549.1445,7,0.9999999999992215,34850
88,3419750525213.081,9,0.9999999999994347,35250
89,2999293314135.759,4,0.9999999999995896,35650
90,10317398470224.197,6,0.9999999999997019,36050
91,6155953927442.164,3,0.9999999999997835,36450
92,11903486450418.562,4,0.9999999999998428,36850
93,13259376192552.148,5,0.9999999999998859,37250
94,20314623057558.145,4,0.9999999999999172,37650
95,33395554351459.95,5,0.9999999999999398,38050
96,44637520782588.82,4,0.9999999999999563,38450
97,72074713101724.16,10,0.9999999999999682,38850
98,55240327309580.46,3,0.9999999999999769,39250
99,100889384729605.28,3,0.9999999999999832,39650
