,code rate,size
0,1.5479839528742636,50
1,1.582356896201503,74
2,1.5945850091407678,111
3,1.6361913467397928,165
4,1.6887952468007312,246
5,1.7256752996140565,367
6,1.7462977859029047,548
7,1.7864814137720901,816
8,1.8417842778793418,1216
9,1.9687787934186471,1813
10,1.939474913670526,2701
11,2.009139142799106,4024
12,2.1253341458460286,5996
13,2.1332352224253506,8934
14,2.2386106032906765,13310
15,1.8772520820637824,19832
16,2.427739488117002,29547
17,2.271347146049157,44023
18,1.7253514117408084,65590
19,2.540837700589072,97723
