,code rate,size
0,1.5409008734511476,31
1,1.6273979280926265,48
2,1.5619449522648792,73
3,1.7080966890107658,112
4,1.626288848263254,171
5,1.68626244160065,262
6,1.7054641478773105,400
7,1.8003859435303677,610
8,1.9546821044078815,932
9,1.7850822669104205,1422
10,1.9513863497867154,2171
11,2.1143814747105423,3315
12,2.343449116392444,5060
13,2.031805809465773,7724
14,1.9280428600446882,11791
15,1.7732104407881373,17999
16,1.7300934389599838,27475
17,1.916819012797075,41940
18,1.4954905545399146,64020
19,3.076795653057079,97723
