,code rate,size
0,39.1920348182035,50
1,5.740156157775812,550
2,3.4245922178754187,1050
3,2.835541595244835,1550
4,2.3557787600828193,2050
5,2.268421626783172,2550
6,2.019099202977564,3050
7,2.0830945511793884,3550
8,2.1576129822059475,4050
9,2.1260869561965214,4550
10,1.9317113349868689,5050
11,2.0933961959084435,5550
12,2.6322750902291676,6050
13,2.0732446354833893,6550
14,2.033578881410653,7050
15,2.1521888145526304,7550
16,1.8425199888543768,8050
17,1.8081499678790451,8550
18,1.8212327926977772,9050
19,2.1542956581931207,9550
20,1.8889388635991633,10050
21,1.9934225755278252,10550
22,1.863259769865202,11050
23,2.1351858544921543,11550
24,2.398896633625146,12050
25,2.345420150938325,12550
26,2.160483613181516,13050
27,2.0918549119524332,13550
28,2.354540362084729,14050
29,1.6403252235202757,14550
30,2.170538907588576,15050
31,2.1162992487378114,15550
32,2.2169467664252265,16050
33,1.7313152843104402,16550
34,1.956786811622696,17050
35,1.889398217749829,17550
36,2.438199557895902,18050
37,1.714453184568759,18550
38,1.9347963214031287,19050
39,2.2039918238426117,19550
40,1.710542537024294,20050
41,1.8366850812098987,20550
42,1.9668902031341793,21050
43,1.663416670008612,21550
44,1.9931444676027688,22050
45,1.900924260981915,22550
46,2.270820660075649,23050
47,2.200487522071762,23550
48,1.8319622262259305,24050
49,2.268992490954299,24550
50,2.1625533254239326,25050
51,1.5829270790847003,25550
52,1.6932764589497922,26050
53,2.022394882375026,26550
54,1.923115986955358,27050
55,1.9866443230993924,27550
56,2.051188300185271,28050
57,2.725675401506006,28550
58,1.9177838717776234,29050
59,1.9207800122915015,29550
60,2.2584806013412138,30050
61,2.451198456285402,30550
62,2.838208409552597,31050
63,2.6596079626534346,31550
64,2.6041031891313757,32050
65,1.9504875076268686,32550
66,2.1147166362043897,33050
67,1.6015133048989167,33550
68,1.7982937233420826,34050
69,1.6492484257582847,34550
70,1.7799106236046747,35050
71,1.8053016453390112,35550
72,2.1602173471466934,36050
73,1.8189620150318482,36550
74,1.6933272394883438,37050
75,1.6017672151128797,37550
76,2.125482429413087,38050
77,1.801035953686849,38550
78,2.0623603493805147,39050
79,2.0887670119846,39550
80,2.399908592321784,40050
81,2.018027625431664,40550
82,2.33475523055049,41050
83,2.2787934186471746,41550
84,1.751015640869393,42050
85,2.3336380255941536,42550
86,2.0112736136502156,43050
87,1.9019398740605338,43550
88,2.3711659557180584,44050
89,1.7193784277879345,44550
90,2.2419764371318305,45050
91,1.9892849888279507,45550
92,2.2917428397318713,46050
93,2.2220698760918145,46550
94,1.9114361161893154,47050
95,2.2215112736136504,47550
96,2.586481820028438,48050
97,2.4161588462319723,48550
98,2.789762340036563,49050
99,1.1071501117204956,49550
100,1.3724862888482632,50050
101,1.386197440585009,50550
102,1.3999085923217551,51050
103,1.6754011781434084,51550
104,2.1145642900670323,52050
105,1.2275543367865123,52550
106,1.4547531992687386,53050
107,1.4140767824497258,53550
108,1.3723847247613243,54050
109,1.5512898639041235,54550
110,1.7332419256550884,55050
111,1.523308957952468,55550
112,1.537020109689214,56050
113,1.5507312614259599,56550
114,1.5065001015640869,57050
115,1.4612533008328255,57550
116,1.5329067641681902,58050
117,1.6055758683729433,58550
118,1.4393662400975016,59050
119,1.4515539305301646,59550
120,1.4637416209628276,60050
121,1.7834145846028844,60550
122,1.6121267519804996,61050
123,1.750355474304286,61550
124,1.3234308348567947,62050
125,1.9693784277879343,62550
126,1.7930123908186066,63050
127,1.613599431241113,63550
128,1.8214503351614868,64050
129,1.5734308348567947,64550
130,1.9159557180580946,65050
131,1.5978062157221207,65550
132,1.8783262238472476,66050
133,1.6221815965874467,66550
134,1.8386654478976234,67050
135,1.577950436725574,67550
136,1.7278590290473288,68050
137,1.392443631931749,68550
138,1.6831200487507618,69050
139,1.5540320942514727,69550
140,1.8497867154174283,70050
141,2.006296973390209,70550
142,1.8761933780215316,71050
143,2.252742230347349,71550
144,1.6098923420678448,72050
145,1.694749136705261,72550
146,1.854814137720902,73050
147,2.241011578305911,73550
148,1.8802051594556164,74050
149,1.7414686166971358,74550
150,1.6769246394474913,75050
151,2.2252183627869186,75550
152,2.0082266910420477,76050
153,2.565661182205972,76550
154,2.504164127564493,77050
155,1.8115478366849482,77550
156,2.536664635384928,78050
157,2.792250660166565,78550
158,2.5691651432053626,79050
159,2.019855778996547,79550
160,2.1138533414584604,80050
161,1.79981718464351,80550
162,2.4695307739183425,81050
163,2.070637822465976,81550
164,2.4166666666666665,82050
165,2.3475523055047733,82550
166,2.19307332927077,83050
167,2.2062766605728212,83550
168,2.048750761730652,84050
169,1.9750660166565102,84550
170,2.5914076782449724,85050
171,2.519754214909608,85550
172,2.7966686979484052,86050
173,2.373400365630713,86550
174,2.12187690432663,87050
175,2.0451452366443226,87550
176,2.0568251066422913,88050
177,2.5181799715620556,88550
178,1.9897420272191753,89050
179,2.0009140767824496,89550
180,2.9266707292301444,90050
181,2.6670221409709525,90550
182,2.496800731261426,91050
183,3.0684034125533213,91550
184,2.2437538086532602,92050
185,2.44393662400975,92550
186,2.362634572415194,93050
187,2.6603696932764573,93550
188,2.86563071297989,94050
189,2.2086634166158845,94550
190,2.1238066219784684,95050
191,2.134978671541743,95550
192,2.5363599431241113,96050
193,2.5495632744261627,96550
194,2.36563071297989,97050
195,4.260257972780825,97550
