,code rate,drop num,per,size
0,1.6242860577431837,3161,0.0392124825527439,50
1,2.046084844726583,690,0.18127743473445046,250
2,2.471268495285909,386,0.302336232827047,450
3,3.0054117073263016,216,0.4054949103936254,650
4,3.5868242921076083,195,0.4934002334676705,850
5,4.2324482571335595,164,0.5683076092409304,1050
6,5.045610854439418,157,0.6321389535670295,1250
7,6.059213954880061,164,0.6865320020007395,1450
8,7.210482842475068,164,0.7328823295576385,1650
9,8.519235196814424,83,0.7723791573048476,1850
10,10.199436864968716,91,0.8060358644808147,2050
11,11.754219265687333,94,0.8347159890006587,2250
12,14.2458901585851,67,0.8591553834480486,2450
13,16.601097439671978,61,0.8799810950150209,2650
14,19.425472810268314,60,0.8977274537967146,2850
15,23.667701770483124,83,0.9128497822221239,3050
16,27.769578490330993,90,0.9257360773668971,3250
17,31.773887702888054,50,0.9367169658839848,3450
18,37.320390002500524,41,0.9460741869680925,3650
19,44.52500994657769,41,0.9540478210033183,3850
20,52.55978471231103,54,0.9608424493610573,4050
21,62.65449989508177,58,0.9666324033915327,4250
22,72.37678095745116,67,0.9715662372835416,4450
23,85.48078339548944,38,0.9757705395536129,4650
24,101.73225775683385,40,0.979353180956834,4850
25,117.57383099231228,41,0.9824060821517465,5050
26,135.6819405039365,37,0.9850075721299281,5250
27,164.5221912641818,49,0.9872243979210338,5450
28,192.66377499843333,34,0.9891134371367628,5650
29,222.26559769634383,43,0.9907231572928886,5850
30,267.1077522692741,29,0.992094859351513,6050
31,298.79979707268734,27,0.9932637373893968,6250
32,368.915406598791,23,0.9942597815805218,6450
33,413.3014974559682,25,0.9951085476609164,6650
34,503.40189110118575,44,0.9958318126180812,6850
35,580.0297127777168,30,0.9964481334281912,7050
36,684.3860588535815,18,0.9969733231767222,7250
37,841.2487044637193,43,0.9974208567784397,7450
38,917.9204868208102,20,0.997802216706402,7650
39,1123.2934386992506,20,0.9981271876004247,7850
40,1355.634836012102,28,0.9984041073138468,8050
41,1480.1278367150044,18,0.9986400808397601,8250
42,1744.353245576778,19,0.9988411626054597,8450
43,2138.632919726754,15,0.9990125118122845,8650
44,2585.5158746211305,17,0.9991585248064381,8850
45,2844.750945138044,14,0.9992829478770594,9050
46,3377.9391657768715,18,0.9993889733756296,9250
47,4119.836320153029,51,0.9994793216228711,9450
48,4936.204961373918,20,0.9995563107046458,9650
49,5185.477008438724,16,0.9996219159476193,9850
50,6266.6400523206075,15,0.999677820600674,10050
51,7523.603285530417,16,0.9997254590224145,10250
52,9066.59105547795,17,0.9997660534828382,10450
53,10943.1604433549,19,0.9998006455233989,10650
54,12941.285133556612,12,0.9998301226800763,10850
55,13680.75499460939,16,0.9998552412550926,11050
56,16389.222844973556,17,0.9998766457215326,11250
57,19580.53817813295,14,0.9998948852587389,11450
58,23604.088412762336,23,0.9999104278427335,11650
59,28130.07737222916,14,0.9999236722531861,11850
60,33050.917420549915,14,0.9999349583049971,12050
61,39533.49229068131,14,0.9999445755670062,12250
62,43164.94962710168,16,0.9999527707915278,12450
63,51185.35578087492,12,0.9999597542453315,12650
64,60888.29248056186,16,0.9999657051045054,12850
65,73625.90424787404,9,0.9999707760516192,13050
66,88137.69884202021,21,0.9999750971931347,13250
67,103045.31583230008,18,0.9999787793975787,13450
68,123624.74996374271,12,0.9999819171401217,13650
69,146494.32499279786,17,0.9999845909265492,13850
70,176067.45342100164,9,0.9999868693588178,14050
71,175703.0785737209,15,0.9999888108951906,14250
72,210239.45471915114,9,0.9999904653501152,14450
73,255972.39717710024,8,0.9999918751723239,14650
74,295857.64706104447,11,0.999993076533951,14850
75,349474.42488592985,12,0.9999941002586095,15050
76,419762.98517060984,11,0.9999949726122396,15250
77,494253.2346054866,11,0.9999957159770198,15450
78,590245.7649958075,24,0.9999963494256323,15650
79,699382.6861315075,11,0.9999968892106145,15850
80,832633.4477095203,16,0.9999973491813544,16050
81,1000247.6897875301,13,0.9999977411394276,16250
82,978641.8598157049,17,0.999998075141393,16450
83,1172986.486885332,17,0.9999983597568164,16650
84,1392139.924260461,6,0.9999986022881411,16850
85,1621836.4929521095,11,0.9999988089580497,17050
86,1901848.246941924,10,0.9999989850691197,17250
87,2329713.098207163,10,0.9999991351398735,17450
88,2769861.06162557,9,0.9999992630207111,17650
89,3282268.9338291497,12,0.9999993719927008,17850
90,3910382.051575201,13,0.999999464851762,18050
91,4528490.372450169,17,0.9999995439804013,18250
92,5559373.393214917,13,0.9999996114088402,18450
93,6339491.442724047,8,0.999999668867106,18650
94,7677897.736895368,8,0.9999997178294185,18850
95,8926729.646838356,8,0.9999997595520154,19050
96,10512921.26954204,10,0.9999997951053826,19250
97,12810383.925254395,10,0.9999998254017213,19450
98,15028539.131496584,12,0.9999998512183516,19650
99,14383032.983158091,6,0.9999998732176567,19850
100,16966379.869039036,15,0.9999998919640779,20050
101,20053147.3417201,28,0.9999999079385966,20250
102,24228520.858188793,9,0.9999999215510745,20450
103,27989138.1842325,11,0.9999999331507702,20650
104,33633263.03207376,10,0.9999999430352998,20850
