,K,avgs,pro
0,150,206.81,1.378733333
1,200,273.94,1.3697
2,250,331.79,1.32716
3,300,392.37,1.3079
4,350,450.34,1.286685714
5,400,510.58,1.27645
6,450,569.53,1.265622222
7,500,634.29,1.26858
