,K,avgs,pro
0,100,123.07,1.2307
1,150,179.69,1.197933333
1,200,233.76,1.1688
2,250,288.74,1.15496
3,300,343.59,1.1453
4,350,396.66,1.133314286
5,400,451.08,1.1277
6,450,504.69,1.121533333
7,500,559.27,1.11854
