,K,avgs,pro
0,100,123.94,1.2394
1,150,178.14,1.1876
2,200,232.69,1.16345
3,250,287.11,1.14844
4,300,340.79,1.135966667
5,350,394.32,1.126628571
6,400,446.59,1.116475
7,450,499.15,1.109222222
8,500,551.27,1.10254
