,K,avgs,pro
0,100,123.92,1.2392
1,150,178.75,1.191666667
2,200,233.58,1.1679
3,250,288.35,1.1534
4,300,340.73,1.135766667
5,350,393.34,1.123828571
6,400,447.12,1.1178
7,450,499.86,1.1108
8,500,552.45,1.1049
