,PSNR,count,e2e_per,loop_num
0,4.761393172828538,15,0.0,5
1,0.0,0,0.1631999999999999,5
2,0.0,0,0.5166,5
3,0.0,0,0.6244,5
4,0.0,0,0.6782999999999999,5
5,0.0,0,0.6862,5
