,num_chunks,times,drop_num_used
0,1500,0,1743
1,1500,1,1857
2,1500,2,2030
3,1500,3,1739
4,1500,4,1843
5,1500,5,1724
6,1500,6,1791
7,1500,7,1781
8,1500,8,1716
9,1500,9,1675
10,1500,10,1704
11,1500,11,1821
12,1500,12,1824
13,1500,13,1682
14,1500,14,1785
15,1500,15,1789
16,1500,16,1797
17,1500,17,1844
18,1500,18,1643
19,1500,19,1678
20,1500,20,1730
21,1500,21,1795
22,1500,22,1722
23,1500,23,1694
24,1500,24,1724
25,1500,25,1735
26,1500,26,1719
27,1500,27,1726
28,1500,28,1688
29,1500,29,1733
30,1500,30,1825
31,1500,31,1697
32,1500,32,1766
33,1500,33,1723
34,1500,34,1701
35,1500,35,1764
36,1500,36,1776
37,1500,37,1718
38,1500,38,1815
39,1500,39,1689
40,1500,40,1716
41,1500,41,1733
42,1500,42,1673
43,1500,43,1867
44,1500,44,1692
45,1500,45,1727
46,1500,46,1718
47,1500,47,1698
48,1500,48,1692
49,1500,49,1716
50,1500,50,1766
51,1500,51,1719
52,1500,52,1730
53,1500,53,1788
54,1500,54,1710
55,1500,55,1702
56,1500,56,1763
57,1500,57,1708
58,1500,58,1928
59,1500,59,1744
60,1500,60,1758
61,1500,61,1801
62,1500,62,1884
63,1500,63,1796
64,1500,64,1733
65,1500,65,1689
66,1500,66,1704
67,1500,67,1711
68,1500,68,1791
69,1500,69,1665
70,1500,70,1755
71,1500,71,1648
72,1500,72,1708
73,1500,73,1769
74,1500,74,1718
75,1500,75,1700
76,1500,76,1712
77,1500,77,1809
78,1500,78,1650
79,1500,79,1799
80,1500,80,1728
81,1500,81,1674
82,1500,82,1694
83,1500,83,1739
84,1500,84,1756
85,1500,85,1698
86,1500,86,1702
87,1500,87,1723
88,1500,88,1721
89,1500,89,1752
90,1500,90,1639
91,1500,91,1701
92,1500,92,1933
93,1500,93,1771
94,1500,94,1718
95,1500,95,1755
96,1500,96,1761
97,1500,97,1826
98,1500,98,1755
99,1500,99,1754
