,K,avgs,pro
0,50,82.57,1.6514
1,100,150.13,1.5013
2,150,212.36,1.415733333
3,200,280.04,1.4002
4,250,334.34,1.33736
5,300,390.24,1.3008
6,350,453.65,1.296142857
7,400,508.85,1.272125
8,450,574.17,1.275933333
9,500,628.02,1.25604
10,1000,1192.04,1.19204
11,1500,1745.96,1.163973333
12,2000,2287.1,1.14355
13,2500,2823.08,1.129232
14,3000,3375.73,1.125243333
15,3500,3909.86,1.117102857
16,4000,4424.32,1.10608
17,4500,4973.04,1.10512
18,5000,5498.97,1.099794
